sample_id,true_label,pred_label,pred_prob,latency_ms,cpu_usage_percent,ram_usage_mb
0,1,1,0.6444325898457091,7.468499941751361,0.0,138.34375
1,0,0,0.4290829825050618,4.955300013534725,0.0,138.35546875
2,1,1,0.6553991472997838,4.237299901433289,0.0,138.35546875
3,0,1,0.5027057461041998,3.8394000148400664,0.0,138.375
4,1,1,0.7022971126319919,6.235399981960654,0.0,138.3828125
5,1,1,0.5791895222749067,4.415500094182789,0.0,138.3828125
6,0,0,0.4111134546014202,3.7689999444410205,0.0,138.3828125
7,1,1,0.508983024069573,7.47159996535629,0.0,138.3828125
8,1,0,0.4891519874887509,4.161700024269521,0.0,138.38671875
9,0,0,0.3136337259024187,4.185099969618022,0.0,138.39453125
10,0,1,0.5722306407759985,5.326899932697415,0.0,138.39453125
11,1,1,0.5865752558889098,4.130599903874099,0.0,138.46875
12,0,1,0.5356927008330636,4.356399993412197,0.0,138.51171875
13,0,0,0.44710085456401893,3.981000045314431,0.0,138.515625
14,0,0,0.4792592208808797,4.996900097467005,97.7,138.51953125
15,0,0,0.4996108416484553,3.818599972873926,0.0,138.52734375
16,0,1,0.600542218795221,4.515299922786653,0.0,138.53515625
17,0,0,0.3599486910914025,4.332399927079678,0.0,138.53515625
18,0,0,0.3818309671654278,4.342400003224611,0.0,138.53515625
19,0,0,0.4389486705280004,3.8612999487668276,0.0,138.53515625
20,0,1,0.562661775946137,4.167099948972464,0.0,138.53515625
21,0,0,0.492686687771749,5.209799972362816,208.3,138.53515625
22,1,1,0.5869687274853372,3.9510000497102737,0.0,138.53515625
23,0,0,0.4583763709711123,4.3271000031381845,0.0,138.53515625
24,1,1,0.5474234795514341,3.979699919000268,97.7,138.53515625
25,0,1,0.5187558444850001,5.986199947074056,0.0,138.53515625
26,0,0,0.31886177951233036,5.02130005043,0.0,138.53515625
27,0,0,0.30063584251630987,4.709700006060302,0.0,138.5703125
28,1,1,0.5981676231684349,5.935100023634732,0.0,138.578125
29,1,1,0.6054637284088027,3.794300020672381,0.0,138.58203125
30,1,1,0.539520493093895,4.198000067844987,0.0,138.58203125
31,1,1,0.654278854845538,4.308799980208278,0.0,138.5859375
32,0,1,0.5688258833114056,4.512999905273318,0.0,138.5859375
33,1,1,0.5592018869702684,3.8565999129787087,0.0,138.5859375
34,1,1,0.5658807172940531,6.002499954774976,0.0,138.5859375
35,0,0,0.4898147102117222,7.542800041846931,0.0,138.5859375
36,1,1,0.7031745214502813,4.970200010575354,0.0,138.5859375
37,0,0,0.49857386548380733,4.852399928495288,0.0,138.59375
38,1,1,0.6759716279854461,5.032800021581352,0.0,138.59375
39,1,1,0.568180606451152,4.007000010460615,0.0,138.625
40,1,1,0.5874368691590316,3.9383999537676573,0.0,138.62890625
41,0,0,0.4242464812465573,5.702399997971952,0.0,138.62890625
42,1,1,0.5586676181690904,3.8913999451324344,0.0,138.62890625
43,1,1,0.5949373020736008,4.129800014197826,0.0,138.62890625
44,1,0,0.47020410312106825,3.9741999935358763,0.0,138.62890625
45,1,1,0.6831584324096742,5.854999995790422,0.0,138.62890625
46,1,0,0.4785518120424828,4.064900102093816,0.0,138.62890625
47,0,0,0.4615983804815822,4.050999996252358,0.0,138.62890625
48,1,1,0.5505761399817667,5.052000051364303,0.0,138.62890625
49,1,1,0.6154420685107045,4.262799979187548,0.0,138.6328125
50,1,1,0.6692751368473745,4.098500008694828,0.0,138.6328125
51,1,0,0.4837061974630517,3.929700003936887,0.0,138.6953125
52,0,0,0.44603619977337294,5.120799993164837,0.0,138.703125
53,0,0,0.43674161542949913,4.58099995739758,0.0,138.703125
54,1,1,0.5653534984209665,4.146300023421645,0.0,138.703125
55,1,0,0.481877172878595,3.8333000848069787,0.0,138.703125
56,1,1,0.6035805350695742,5.367400008253753,0.0,138.70703125
57,1,1,0.6270529335442153,4.104099934920669,0.0,138.70703125
58,1,1,0.5280635082712587,3.84609994944185,0.0,138.7109375
59,1,1,0.6536881333042803,5.2761000115424395,0.0,138.7109375
60,0,1,0.6055192714710393,4.911800031550229,0.0,138.7109375
61,1,1,0.6592854992750438,5.211999989114702,0.0,138.7109375
62,0,0,0.4463905660723215,5.56790002156049,0.0,138.71484375
63,1,1,0.5952843004991768,4.088100045919418,0.0,138.71484375
64,1,1,0.5775156147573612,4.399199970066547,0.0,138.71484375
65,0,1,0.5658652051528363,5.133800092153251,0.0,138.7890625
66,1,1,0.6689417199690768,5.466199945658445,0.0,138.7890625
67,0,0,0.44452906466411324,4.153300076723099,0.0,138.7890625
68,1,1,0.6324471959006674,3.7873999681323767,0.0,138.7890625
69,1,1,0.5850672354479431,4.747099941596389,0.0,138.7890625
70,1,1,0.5947707793890733,3.979100030846894,0.0,138.7890625
71,0,0,0.42364638590781567,3.8299999432638288,0.0,138.7890625
72,1,1,0.5874312625047163,3.814200055785477,0.0,138.7890625
73,0,0,0.4633553389675121,5.542400060221553,0.0,138.7890625
74,1,1,0.5543961328425284,5.215099896304309,0.0,138.79296875
75,1,1,0.5666393557268588,5.191899952478707,0.0,138.79296875
76,1,1,0.6075628648131193,6.814099964685738,0.0,138.85546875
77,1,0,0.4679571088089453,5.567499902099371,0.0,138.859375
78,0,0,0.39874671126069805,7.376300054602325,0.0,138.8671875
79,0,0,0.41180666134716387,6.860199966467917,0.0,138.8671875
